Feature ID	Taxon
seq4139	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq4140	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4141	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq4142	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; Vicinamibacter; none
seq4143	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; A21b; none; none
seq4144	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4145	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq4146	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; none
seq4147	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq4148	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella; none
seq4149	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq4150	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq4151	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq4152	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4153	Bacteria; Myxococcota; Polyangia; Polyangiales; none; none; none
seq4154	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4155	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4156	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4157	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; none
seq4158	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq4159	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; none
seq4160	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq4161	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; none; none
seq4162	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; A21b; none; none
seq4163	Bacteria; Actinobacteriota; Thermoleophilia; none; none; none; none
seq4164	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq4165	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4166	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4167	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; none; none; none
seq4168	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4169	Bacteria; Actinobacteriota; Actinobacteria; Streptosporangiales; Thermomonosporaceae; none; none
seq4170	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4171	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4172	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4173	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4174	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq4175	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; none
seq4176	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4177	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4178	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; none; none
seq4179	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4180	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4181	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4182	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq4183	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; Methylacidiphilaceae; none; none
seq4184	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4185	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4186	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq4187	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4188	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4189	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4190	Bacteria; Chloroflexi; Chloroflexia; Kallotenuales; AKIW781; none; none
seq4191	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq4192	Bacteria; Chloroflexi; TK10; none; none; none; none
seq4193	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4194	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella; none
seq4195	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq4196	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq4197	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; none; none
seq4198	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4199	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; none
seq4200	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4201	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4202	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Granulicella; none
seq4203	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4204	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4205	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4206	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Friedmanniella; none
seq4207	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4208	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4209	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4210	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4211	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4212	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4213	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq4214	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; Pedosphaera; none
seq4215	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq4216	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq4217	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; TM7a; none
seq4218	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4219	Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup 17; none; none; none
seq4220	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; Thermosporothrix; none
seq4221	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Microscillaceae; none; none
seq4222	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq4223	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4224	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Niastella; none
seq4225	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq4226	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4227	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4228	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4229	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4230	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4231	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq4232	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq4233	Bacteria; Chloroflexi; KD4-96; none; none; none; none
seq4234	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq4235	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq4236	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq4237	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq4238	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq4239	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4240	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq4241	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4242	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4243	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4244	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq4245	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4246	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq4247	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4248	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq4249	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; MND1; none
seq4250	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq4251	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq4252	Bacteria; Proteobacteria; Gammaproteobacteria; WD260; none; none; none
seq4253	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq4254	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4255	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Singulisphaera; none
seq4256	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4257	Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup 17; none; none; none
seq4258	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq4259	Bacteria; Proteobacteria; none; none; none; none; none
seq4260	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4261	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; none; none
seq4262	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq4263	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Paeniglutamicibacter; none
seq4264	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq4265	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4266	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4267	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4268	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq4269	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4270	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; none; none
seq4271	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4272	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq4273	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4274	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4275	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4276	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq4277	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium; none
seq4278	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq4279	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4280	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4281	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodopila; none
seq4282	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4283	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq4284	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4285	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4286	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4287	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4288	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq4289	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4290	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq4291	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq4292	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4293	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq4294	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4295	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4296	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Tyzzerella; none
seq4297	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4298	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4299	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4300	Bacteria; Acidobacteriota; Blastocatellia; 11-24; none; none; none
seq4301	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq4302	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq4303	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4304	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4305	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4306	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4307	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq4308	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4309	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Delftia; none
seq4310	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq4311	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4312	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq4313	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq4314	Bacteria; Chloroflexi; TK10; none; none; none; none
seq4315	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4316	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseomonas; none
seq4317	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4318	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; none; none
seq4319	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Edaphobacter; none
seq4320	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq4321	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4322	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4323	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4324	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinomycetospora; none
seq4325	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Nakamurellaceae; Nakamurella; none
seq4326	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; none; none; none
seq4327	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Aeromicrobium; none
seq4328	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4329	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4330	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq4331	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4332	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq4333	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4334	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4335	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq4336	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4337	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4338	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; none; none
seq4339	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4340	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4341	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq4342	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq4343	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq4344	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq4345	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq4346	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Kribbella; none
seq4347	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4348	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; none
seq4349	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4350	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4351	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4352	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq4353	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4354	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq4355	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4356	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4357	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4358	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4359	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Aetherobacter; none
seq4360	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4361	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4362	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4363	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4364	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; none; none
seq4365	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; none; none
seq4366	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4367	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4368	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq4369	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb.Bin063-1; none
seq4370	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq4371	Bacteria; Proteobacteria; Gammaproteobacteria; WD260; none; none; none
seq4372	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq4373	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4374	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4375	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Luedemannella; none
seq4376	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; env.OPS 17; none; none
seq4377	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4378	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq4379	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Gimesiaceae; none; none
seq4380	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Occallatibacter; none
seq4381	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4382	Bacteria; Chloroflexi; AD3; none; none; none; none
seq4383	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq4384	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4385	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq4386	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq4387	Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira; none
seq4388	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4389	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq4390	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq4391	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4392	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4393	Bacteria; Elusimicrobiota; Lineage IIa; none; none; none; none
seq4394	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4395	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4396	Bacteria; Chloroflexi; KD4-96; none; none; none; none
seq4397	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4398	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4399	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq4400	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; cvE6; none; none
seq4401	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq4402	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq4403	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq4404	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; mle1-7; none
seq4405	Bacteria; Planctomycetota; OM190; none; none; none; none
seq4406	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq4407	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq4408	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4409	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq4410	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4411	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
