Feature ID	Taxon
seq2149	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq2150	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2151	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq2152	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2153	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Granulicella; none
seq2154	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq2155	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq2156	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2157	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2158	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq2159	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq2160	Bacteria; none; none; none; none; none; none
seq2161	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2162	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq2163	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; JG30a-KF-32; none
seq2164	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; none; none
seq2165	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq2166	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2167	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq2168	Bacteria; Acidobacteriota; Blastocatellia; 11-24; none; none; none
seq2169	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq2170	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq2171	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq2172	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2173	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq2174	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium; none
seq2175	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq2176	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2177	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Parafilimonas; none
seq2178	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq2179	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq2180	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq2181	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq2182	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2183	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq2184	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq2185	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq2186	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq2187	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq2188	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia; none
seq2189	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium; none
seq2190	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; YM_S32_TM7_50_20; none; none
seq2191	Bacteria; none; none; none; none; none; none
seq2192	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; JGI 0001001-H03; none
seq2193	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq2194	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Edaphobacter; none
seq2195	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq2196	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; LWQ8; none; none
seq2197	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq2198	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq2199	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq2200	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq2201	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq2202	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2203	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas; none
seq2204	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2205	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2206	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); none; none
seq2207	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq2208	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2209	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq2210	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Amnibacterium; none
seq2211	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2212	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq2213	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq2214	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2215	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2216	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq2217	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2218	Bacteria; none; none; none; none; none; none
seq2219	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq2220	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq2221	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2222	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2223	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq2224	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq2225	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2226	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2227	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq2228	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq2229	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq2230	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodomicrobiaceae; Rhodomicrobium; none
seq2231	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2232	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq2233	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq2234	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2235	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq2236	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq2237	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2238	Bacteria; Firmicutes; Dethiobacteria; Dethiobacterales; Dethiobacteraceae; Dethiobacter; none
seq2239	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq2240	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq2241	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq2242	Bacteria; Chloroflexi; none; none; none; none; none
seq2243	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq2244	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq2245	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq2246	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Dolosigranulum; none
seq2247	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq2248	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2249	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq2250	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Amnibacterium; none
seq2251	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq2252	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq2253	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq2254	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2255	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq2256	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq2257	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq2258	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC-I-84; none; none
seq2259	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq2260	Bacteria; Verrucomicrobiota; Verrucomicrobiae; S-BQ2-57 soil group; none; none; none
seq2261	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq2262	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq2263	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq2264	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2265	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq2266	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq2267	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2268	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq2269	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2270	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq2271	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq2272	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq2273	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq2274	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2275	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2276	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2277	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2278	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2279	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2280	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2281	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq2282	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2283	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq2284	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; none; none; none
seq2285	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2286	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Duganella; none
seq2287	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2288	Bacteria; WPS-2; none; none; none; none; none
seq2289	Bacteria; Cyanobacteria; Vampirivibrionia; Obscuribacterales; Obscuribacteraceae; none; none
seq2290	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2291	Bacteria; Myxococcota; Polyangia; Polyangiales; BIrii41; none; none
seq2292	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq2293	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq2294	Bacteria; Cyanobacteria; Vampirivibrionia; Obscuribacterales; Obscuribacteraceae; none; none
seq2295	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq2296	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia-Shigella; none
seq2297	Bacteria; Elusimicrobiota; Lineage IIb; none; none; none; none
seq2298	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq2299	Bacteria; Cyanobacteria; Vampirivibrionia; Obscuribacterales; Obscuribacteraceae; none; none
seq2300	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq2301	Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; Citrifermentans; none
seq2302	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq2303	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq2304	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2305	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2306	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Luedemannella; none
seq2307	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq2308	Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; none
seq2309	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2310	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq2311	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq2312	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq2313	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq2314	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq2315	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq2316	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; JCM 18997; none
seq2317	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2318	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Psychroglaciecola; none
seq2319	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq2320	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq2321	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq2322	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq2323	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq2324	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq2325	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq2326	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq2327	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq2328	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); none; none
seq2329	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq2330	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; none; none
seq2331	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq2332	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2333	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq2334	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq2335	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq2336	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq2337	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq2338	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq2339	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; TM7a; none
seq2340	Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae; none; none
seq2341	Bacteria; Patescibacteria; Microgenomatia; Candidatus Pacebacteria; none; none; none
seq2342	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq2343	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq2344	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq2345	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
